ts,open,high,low,close,vol
1782268500000,62694.9,62695.0,62572.1,62628.0,426.716
1782268800000,62628.1,62779.2,62623.0,62700.1,440.793
1782269100000,62700.1,62730.0,62662.7,62730.0,175.951
1782269400000,62730.0,62749.2,62580.8,62580.9,442.768
1782269700000,62580.9,62687.4,62574.5,62598.0,506.765
1782270000000,62598.0,62656.6,62563.2,62607.5,547.027
1782270300000,62607.5,62635.7,62523.9,62585.4,563.397
1782270600000,62585.5,62636.3,62555.8,62555.9,721.783
1782270900000,62555.9,62555.9,62402.8,62437.0,1069.959
1782271200000,62436.9,62547.7,62436.9,62529.3,349.658
1782271500000,62529.3,62647.9,62529.2,62642.5,354.501
1782271800000,62642.4,62738.6,62641.7,62719.2,438.785
1782272100000,62719.2,62800.0,62719.2,62788.1,288.178
1782272400000,62788.1,62796.5,62762.5,62771.2,228.296
1782272700000,62771.3,62804.0,62741.9,62741.9,216.89
1782273000000,62741.9,62770.0,62721.0,62728.2,206.807
1782273300000,62728.3,62736.5,62695.0,62704.6,126.105
1782273600000,62704.6,62729.0,62595.2,62625.2,638.119
1782273900000,62625.3,62645.7,62604.8,62608.7,162.235
1782274200000,62608.6,62652.6,62607.8,62639.9,172.356
1782274500000,62640.0,62672.7,62587.2,62613.6,177.015
1782274800000,62613.6,62620.0,62501.0,62501.0,219.83
1782275100000,62501.1,62595.2,62500.0,62564.4,199.613
1782275400000,62564.5,62723.4,62560.1,62662.9,394.653
1782275700000,62662.9,62699.3,62642.7,62642.7,137.679
1782276000000,62642.7,62656.0,62623.4,62629.8,85.786
1782276300000,62629.9,62762.3,62629.8,62753.4,229.498
1782276600000,62753.4,62779.9,62707.0,62727.8,249.282
1782276900000,62727.9,62758.0,62711.3,62720.6,130.952
1782277200000,62720.7,62789.8,62720.6,62740.7,193.674
1782277500000,62740.7,62797.0,62678.0,62797.0,176.613
1782277800000,62797.0,62818.0,62737.8,62759.7,238.638
1782278100000,62759.7,62847.0,62750.0,62808.1,223.008
1782278400000,62808.0,62842.1,62737.5,62842.0,277.214
1782278700000,62842.0,62862.9,62822.0,62848.5,227.068
1782279000000,62848.5,62888.0,62827.0,62869.2,245.047
1782279300000,62869.2,63053.5,62869.1,62934.0,1301.745
1782279600000,62934.1,62967.8,62881.8,62900.9,540.089
1782279900000,62900.9,62936.4,62871.7,62889.9,222.79
1782280200000,62889.9,62889.9,62830.0,62852.8,189.321
1782280500000,62852.9,62863.9,62835.0,62859.9,100.091
1782280800000,62859.8,62873.4,62735.2,62742.0,313.375
1782281100000,62742.0,62841.4,62742.0,62825.1,203.175
