ts,open,high,low,close,vol
1782174600000,63831.2,64086.2,63831.2,64078.2,932.502
1782175500000,64078.3,64130.0,64016.4,64119.4,1286.509
1782176400000,64119.4,64242.8,64100.0,64179.8,1749.126
1782177300000,64179.8,64234.7,64110.8,64172.9,859.871
1782178200000,64172.9,64209.5,63968.0,64026.4,1069.336
1782179100000,64026.4,64153.3,63852.5,64125.2,1679.739
1782180000000,64125.1,64159.3,64005.5,64086.2,663.214
1782180900000,64086.1,64196.9,64086.1,64137.6,519.798
1782181800000,64137.6,64221.8,64124.6,64170.9,539.606
1782182700000,64170.8,64247.2,64126.3,64165.9,872.143
1782183600000,64165.8,64172.2,63933.3,63990.3,1577.604
1782184500000,63990.2,64076.1,63980.2,64068.7,533.622
1782185400000,64068.8,64068.8,63934.2,63964.9,578.233
1782186300000,63964.8,64056.4,63960.9,64037.3,409.955
1782187200000,64037.2,64068.0,63979.3,64026.4,486.413
1782188100000,64026.5,64027.4,63874.0,63954.2,736.317
1782189000000,63954.1,63954.1,63770.0,63783.4,1551.745
1782189900000,63783.4,63840.2,63569.2,63594.9,2938.458
1782190800000,63594.8,63707.5,63577.0,63593.8,1724.366
1782191700000,63593.8,63656.0,63365.2,63450.0,3637.904
1782192600000,63450.0,63494.0,63350.0,63409.8,1533.429
1782193500000,63409.9,63428.7,63322.0,63372.1,1804.122
1782194400000,63372.0,63374.4,63086.0,63184.6,4483.82
1782195300000,63184.6,63259.4,62532.4,62740.0,12153.698
1782196200000,62740.0,62962.8,62638.4,62913.3,6872.226
1782197100000,62913.2,63047.0,62876.9,62905.5,1933.518
1782198000000,62905.5,63036.9,62850.3,62998.4,1648.961
1782198900000,62998.4,63070.1,62945.0,62966.3,1100.816
1782199800000,62966.3,63003.6,62838.4,62863.2,1718.544
1782200700000,62863.3,62960.6,62828.0,62849.2,1392.154
1782201600000,62849.3,62916.5,62606.1,62638.8,2635.793
1782202500000,62638.8,62655.8,61870.0,61999.7,14488.312
1782203400000,61999.7,62423.2,61988.1,62350.1,5875.119
1782204300000,62350.1,62433.0,62272.3,62353.7,2192.499
1782205200000,62353.6,62435.9,62313.3,62405.7,1288.488
1782206100000,62405.8,62482.0,62405.7,62480.1,1323.946
1782207000000,62480.0,62480.1,62309.0,62333.1,1589.456
1782207900000,62333.1,62392.8,62313.3,62350.2,675.746
1782208800000,62350.3,62563.9,62350.2,62430.0,1671.755
1782209700000,62430.0,62430.0,62282.5,62332.8,1031.62
1782210600000,62332.8,62354.0,62207.1,62234.2,1385.926
1782211500000,62234.2,62324.7,62215.3,62290.4,1343.46
1782212400000,62290.4,62387.0,62289.2,62355.1,994.147
1782213300000,62355.1,62559.9,62355.0,62515.1,1932.159
1782214200000,62515.1,62600.0,62510.2,62533.3,1866.193
1782215100000,62533.2,62576.0,62390.5,62478.5,1171.924
1782216000000,62478.4,62531.6,62356.9,62404.0,1047.732
1782216900000,62404.0,62424.5,62308.2,62380.0,866.305
1782217800000,62380.0,62452.4,62268.4,62308.7,1212.983
1782218700000,62308.7,62313.4,62157.0,62227.9,2754.459
1782219600000,62228.0,62260.7,62041.0,62154.9,3397.614
1782220500000,62154.9,62155.0,61978.0,62023.5,1980.797
1782221400000,62023.5,62431.3,61916.9,62366.0,6363.085
1782222300000,62365.9,62513.4,62236.8,62446.6,3329.042
1782223200000,62446.5,62734.8,62396.2,62702.5,3774.266
1782224100000,62702.5,62837.1,62420.4,62547.5,4382.874
1782225000000,62547.6,62757.8,62422.2,62488.2,2457.069
1782225900000,62488.3,62581.9,62359.2,62462.8,3555.172
1782226800000,62462.8,62480.3,62280.0,62355.2,2914.85
1782227700000,62355.1,62355.1,62161.2,62247.5,1639.287
1782228600000,62247.4,62466.5,62242.0,62262.3,1458.204
1782229500000,62262.3,62457.4,62171.2,62455.8,1497.296
1782230400000,62455.9,62812.2,62393.4,62759.0,5722.905
1782231300000,62758.9,62801.0,62541.1,62557.0,1612.749
1782232200000,62557.0,62634.9,62550.0,62595.1,589.022
1782233100000,62595.2,62614.7,62458.4,62522.9,738.386
1782234000000,62522.9,62529.1,62340.0,62401.5,1153.781
1782234900000,62401.4,62642.3,62400.0,62616.8,722.567
1782235800000,62616.8,62668.7,62466.6,62500.1,733.077
1782236700000,62500.1,62528.3,62301.7,62330.0,875.32
1782237600000,62330.0,62420.0,62242.2,62340.5,1001.785
1782238500000,62340.5,62383.6,62291.6,62322.2,589.041
1782239400000,62322.2,62322.2,62118.4,62125.5,1399.78
1782240300000,62125.5,62242.9,62075.6,62215.3,1198.892
1782241200000,62215.3,62407.5,62201.3,62343.1,912.084
1782242100000,62343.0,62421.5,62225.0,62417.2,529.95
1782243000000,62417.2,62467.2,62272.9,62272.9,617.031
1782243900000,62273.0,62400.0,62250.0,62365.7,731.512
1782244800000,62365.7,62518.5,62365.7,62416.0,848.265
1782245700000,62416.1,62495.9,62383.6,62464.5,537.598
1782246600000,62464.5,62473.5,62420.1,62448.7,336.5
1782247500000,62448.7,62450.5,62344.2,62439.8,495.338
1782248400000,62439.9,62587.6,62439.9,62488.6,671.466
1782249300000,62488.5,62544.9,62434.9,62543.4,453.176
1782250200000,62543.4,62606.0,62523.4,62592.1,523.869
1782251100000,62592.0,62629.9,62550.0,62563.1,461.901
1782252000000,62563.1,62746.4,62553.0,62714.5,1022.125
1782252900000,62714.4,62749.9,62526.3,62581.6,844.603
1782253800000,62581.7,62599.0,62501.1,62515.7,496.113
1782254700000,62515.7,62589.7,62488.1,62560.1,443.992
1782255600000,62560.1,62583.0,62463.7,62485.9,474.949
1782256500000,62486.0,62657.9,62486.0,62630.7,504.21
1782257400000,62630.8,62647.0,62562.4,62585.9,377.848
1782258300000,62585.8,62770.6,62579.8,62696.7,541.78
1782259200000,62696.7,62890.0,62696.7,62862.5,1560.341
1782260100000,62862.6,62893.1,62781.2,62819.3,716.342
1782261000000,62819.3,62999.9,62762.8,62925.0,1525.401
1782261900000,62925.0,62999.9,62866.8,62982.1,707.519
1782262800000,62982.1,62994.6,62815.1,62950.0,1006.008
1782263700000,62950.0,62950.1,62737.0,62883.1,821.465
1782264600000,62883.2,63090.9,62881.8,62916.5,1490.568
1782265500000,62916.6,62997.6,62899.0,62904.6,459.427
1782266400000,62904.6,62994.6,62776.0,62845.5,1300.035
1782267300000,62845.6,62845.6,62641.2,62733.5,893.325
1782268200000,62733.4,62779.2,62572.1,62700.1,1039.696
1782269100000,62700.1,62749.2,62574.5,62598.0,1125.484
1782270000000,62598.0,62656.6,62523.9,62555.9,1832.207
1782270900000,62555.9,62647.9,62402.8,62642.5,1774.118
1782271800000,62642.4,62800.0,62641.7,62771.2,955.259
1782272700000,62771.3,62804.0,62695.0,62704.6,549.802
1782273600000,62704.6,62729.0,62595.2,62639.9,972.71
1782274500000,62640.0,62672.7,62500.0,62564.4,596.458
1782275400000,62564.5,62723.4,62560.1,62629.8,618.118
1782276300000,62629.9,62779.9,62629.8,62720.6,609.732
1782277200000,62720.7,62818.0,62678.0,62759.7,608.925
1782278100000,62759.7,62862.9,62737.5,62848.5,727.29
1782279000000,62848.5,63053.5,62827.0,62900.9,2086.881
1782279900000,62900.9,62936.4,62830.0,62859.9,512.202
1782280800000,62859.8,62873.4,62735.2,62811.8,642.451
1782281700000,62811.5,62888.0,62757.5,62829.8,394.847
1782282600000,62829.8,62851.9,62756.8,62756.8,455.308
1782283500000,62756.8,62770.7,62700.0,62754.6,448.009
1782284400000,62754.7,62822.0,62656.5,62788.8,963.681
1782285300000,62788.7,62792.9,62640.0,62640.5,545.824
1782286200000,62640.5,62707.1,62600.8,62668.8,756.065
1782287100000,62668.7,62705.4,62570.8,62630.3,1140.673
1782288000000,62630.4,62673.6,62574.0,62637.0,943.896
1782288900000,62637.0,62697.9,62613.2,62683.5,564.519
1782289800000,62683.5,62776.7,62645.3,62767.6,793.805
1782290700000,62767.6,62786.2,62714.0,62773.0,446.573
1782291600000,62773.0,62773.0,62650.1,62750.1,608.437
1782292500000,62750.1,62757.8,62650.0,62655.3,316.094
1782293400000,62655.3,62680.6,62609.1,62636.0,292.853
1782294300000,62635.9,62693.3,62608.6,62650.2,270.787
1782295200000,62650.2,62657.8,62528.7,62584.5,838.824
1782296100000,62584.4,62610.0,62426.1,62515.7,1504.335
1782297000000,62515.9,62600.0,62485.0,62569.3,756.142
1782297900000,62569.3,62574.0,62365.4,62416.8,1231.437
1782298800000,62416.9,62450.0,62272.1,62349.5,2228.525
1782299700000,62349.5,62390.0,62289.7,62351.8,1115.004
1782300600000,62351.9,62728.9,62351.8,62706.7,1868.228
1782301500000,62706.7,63209.6,62688.1,62887.7,6218.992
1782302400000,62887.8,62939.3,62774.5,62800.0,1868.237
1782303300000,62800.0,62874.6,62720.4,62790.0,1159.718
1782304200000,62790.0,62874.0,62727.6,62812.9,840.603
